cidade_origem,uf_origem,cidade_destino,uf_destino,distancia_km,fonte
ASTOLFO DUTRA,MG,RIO DE JANEIRO,RJ,275.638,google
RIO DE JANEIRO,RJ,PARA DE MINAS,MG,513.47,google
IPABA,MG,UBERLANDIA,MG,764.141,google
BANDEIRA DO SUL,MG,RIO DE JANEIRO,RJ,487.059,google
POCO FUNDO,MG,RIO DE JANEIRO,RJ,438.911,google
MONTE BELO,MG,RIO DE JANEIRO,RJ,513.623,google
POMPEU,MG,SAO PAULO,SP,657.882,google
CURITIBA,PR,SAO JOSE DOS PINHAIS,PR,14.791,google
CAMPOS ALTOS,MG,RIO DE JANEIRO,RJ,700.609,google
MOEMA,MG,RIO DE JANEIRO,RJ,606.563,google
MANHUACU,MG,RIO DE JANEIRO,RJ,429.94,google
CONSELHEIRO LAFAIETE,MG,GUARULHOS,SP,578.737,google
PRUDENTE DE MORAIS,MG,RIO DE JANEIRO,RJ,507.924,google
MONTE SIAO,MG,RIO DE JANEIRO,RJ,467.51,google
BETIM,MG,SAO SEBASTIAO DO PARAISO,MG,364.858,google
PAPANDUVA,SC,SAO PAULO,SP,583.735,google
FEIRA DE SANTANA,BA,SAO PAULO,SP,1870.464,google
SAO JOAO EVANGELISTA,MG,BELO HORIZONTE,MG,284.914,google
SAO PAULO,SP,SALVADOR,BA,,google
CAJURI,MG,CACAPAVA,SP,518.378,google
RIO DE JANEIRO,RJ,MARIANA,MG,413.431,google
GRAO MOGOL,MG,SAO PAULO,SP,1125.706,google
ANAPOLIS,GO,CONTAGEM,MG,824.805,google
RIO DE JANEIRO,RJ,PASSOS,MG,610.267,google
TAPIRA,MG,RIO DE JANEIRO,RJ,845.282,google
UBERABA,MG,SAO PAULO,SP,482.145,google
NOVA SERRANA,MG,BELO HORIZONTE,MG,124.675,google
RECIFE,PE,JUNDIAI,SP,2654.111,google
GUARULHOS,SP,ANDRADAS,MG,224.791,google
RIO DE JANEIRO,RJ,RIO PIRACICABA,MG,504.673,google
BETIM,MG,DIAMANTINA,MG,301.288,google
BARBACENA,MG,GUARULHOS,SP,512.432,google
BURITIS,MG,SAO PAULO,SP,1113.018,google
CAMPINA GRANDE DO SUL,PR,SAO PAULO,SP,396.965,google
TURMALINA,MG,GUARULHOS,SP,1027.75,google
RIO DE JANEIRO,RJ,SAO BENTO ABADE,MG,394.175,google
PIMENTA,MG,RIO DE JANEIRO,RJ,591.66,google
MAUA,SP,SALVADOR,BA,,google
GOIOERE,PR,SAO PAULO,SP,792.937,google
OURO BRANCO,MG,SAO PAULO,SP,600.709,google
SAO PAULO,SP,ARARAS,SP,171.027,google
SANTANA DA VARGEM,MG,BELO HORIZONTE,MG,269.757,google
RIO PARANAIBA,MG,SUZANO,SP,744.557,google
PALMAS,TO,ANAPOLIS,GO,790.789,google
CAMPO MAGRO,PR,SAO PAULO,SP,432.022,google
CONSELHEIRO LAFAIETE,MG,CACAPAVA,SP,498.089,google
CARMO DE MINAS,MG,RIO DE JANEIRO,RJ,281.827,google
FRANCISCO BELTRAO,PR,SAO PAULO,SP,884.581,google
ALFREDO VASCONCELOS,MG,RIO DE JANEIRO,RJ,281.415,google
UBERLANDIA,MG,SAO BERNARDO DO CAMPO,SP,607.578,google
CATAS ALTAS,MG,RIO DE JANEIRO,RJ,462.731,google
BETIM,MG,DIADEMA,SP,571.259,google
SAO PAULO,SP,APARECIDA D'OESTE,SP,631.479,google
CALDAS,MG,RIO DE JANEIRO,RJ,453.496,google
DIVINOPOLIS,MG,INDAIATUBA,SP,538.9,google
VARZEA GRANDE,MT,SAO PAULO,SP,1540.357,google
SENADOR AMARAL,MG,RIO DE JANEIRO,RJ,437.728,google
SANTO ANTONIO DO AMPARO,MG,RIO DE JANEIRO,RJ,453.253,google
MONTES CLAROS,MG,SUZANO,SP,1007.22,google
CACAPAVA,SP,JANAUBA,MG,1063.155,google
LAMBARI,MG,SUZANO,SP,299.987,google
UBERLANDIA,MG,BARRETOS,SP,241.386,google
CIANORTE,PR,SAO PAULO,SP,711.334,google
MUNHOZ,MG,RIO DE JANEIRO,RJ,516.78,google
SOROCABA,SP,SANTO ANTONIO DA PLATINA,PR,339.885,google
CAMPINAS,SP,JUNDIAI,SP,41.015,google
SAO PAULO,SP,MOCOCA,SP,261.481,google
ENGENHEIRO CALDAS,MG,RIO DE JANEIRO,RJ,546.815,google
RIO DE JANEIRO,RJ,SAO GOTARDO,MG,723.546,google
MONTE SIAO,MG,GUARULHOS,SP,145.724,google
CRICIUMA,SC,SAO PAULO,SP,888.353,google
SANTO ANGELO,RS,SAO PAULO,SP,1207.616,google
ITAGUAI,RJ,SAO BERNARDO DO CAMPO,SP,428.006,google
JACUTINGA,MG,RIO DE JANEIRO,RJ,461.363,google
MANDAGUARI,PR,SAO PAULO,SP,600.478,google
ITAMONTE,MG,SAO PAULO,SP,268.915,google
JEQUIE,BA,SALVADOR,BA,,google
PIRANGUINHO,MG,RIO DE JANEIRO,RJ,323.083,google
RIO DE JANEIRO,RJ,LARANJAL,MG,264.407,google
PAULA CANDIDO,MG,RIO DE JANEIRO,RJ,345.841,google
LAJINHA,MG,BELO HORIZONTE,MG,337.972,google
PADRE PARAISO,MG,GUARULHOS,SP,1107.168,google
MONTE MOR,SP,BELO HORIZONTE,MG,624.106,google
NOVA PONTE,MG,RIO DE JANEIRO,RJ,964.623,google
IGARAPE,MG,SABARA,MG,68.339,google
CAMPO GRANDE,MS,SAO BERNARDO DO CAMPO,SP,999.157,google
BETIM,MG,PRATA,MG,589.998,google
ALFENAS,MG,BELO HORIZONTE,MG,342.43,google
BETIM,MG,CONCEICAO DOS OUROS,MG,387.658,google
PAICANDU,PR,SAO PAULO,SP,645.516,google
PATROCINIO,MG,GUARULHOS,SP,642.269,google
ALMENARA,MG,RIO DE JANEIRO,RJ,1002.477,google
SAO PAULO,SP,VINHEDO,SP,78.322,google
SAO JOAO DEL REI,MG,BELO HORIZONTE,MG,189.189,google
RIO DE JANEIRO,RJ,PATROCINIO DO MURIAE,MG,323.229,google
PENHA,SC,SAO PAULO,SP,599.794,google
OURO PRETO,MG,CACAPAVA,SP,513.094,google
VARZEA GRANDE,MT,CAMPINAS,SP,1448.558,google
LOANDA,PR,SAO PAULO,SP,819.516,google
TIMOTEO,MG,RIO DE JANEIRO,RJ,547.082,google
VISCONDE DO RIO BRANCO,MG,RIO DE JANEIRO,RJ,327.348,google
PIUMHI,MG,SAO PAULO,SP,456.973,google
NOVA PONTE,MG,SUZANO,SP,605.692,google
RIO DE JANEIRO,RJ,CORREGO DO BOM JESUS,MG,406.611,google
SAO JOAO DA MATA,MG,RIO DE JANEIRO,RJ,420.509,google
BELO HORIZONTE,MG,ARAPORA,MG,662.065,google
CAMPOS GERAIS,MG,BELO HORIZONTE,MG,307.989,google
JUIZ DE FORA,MG,MESQUITA,RJ,182.472,google
PARAOPEBA,MG,RIO DE JANEIRO,RJ,531.267,google
RIO DE JANEIRO,RJ,BARBACENA,MG,276.313,google
BALDIM,MG,RIO DE JANEIRO,RJ,539.318,google
RIO DE JANEIRO,RJ,SABARA,MG,468.118,google
ITUMBIARA,GO,IGARAPE,MG,652.657,google
OURO PRETO,MG,RIO DE JANEIRO,RJ,399.263,google
ARAUCARIA,PR,SAO PAULO,SP,445.667,google
BOM DESPACHO,MG,RIO DE JANEIRO,RJ,588.872,google
BRUMADINHO,MG,CACAPAVA,SP,490.933,google
MONTE CARMELO,MG,SAO PAULO,SP,630.88,google
SANTA RITA DO SAPUCAI,MG,RIO DE JANEIRO,RJ,354.335,google
LEOPOLDINA,MG,SAO PAULO,SP,552.782,google
JEQUITINHONHA,MG,RIO DE JANEIRO,RJ,953.833,google
ANDRADAS,MG,SAO PAULO,SP,214.329,google
FAZENDA RIO GRANDE,PR,SAO PAULO,SP,446.245,google
RIO DE JANEIRO,RJ,ALEM PARAIBA,MG,184.807,google
SAO GONCALO DO ABAETE,MG,GUARULHOS,SP,806.365,google
RIO DE JANEIRO,RJ,MANTENA,MG,772.659,google
POCOS DE CALDAS,MG,RIO DE JANEIRO,RJ,481.234,google
PERDOES,MG,SUZANO,SP,402.312,google
BETIM,MG,PARACATU,MG,510.103,google
DIVINOPOLIS,MG,UBERLANDIA,MG,458.309,google
PATROCINIO,MG,SAO PAULO,SP,629.362,google
ARINOS,MG,BELO HORIZONTE,MG,657.935,google
RIO DE JANEIRO,RJ,FERVEDOURO,MG,349.745,google
IBIA,MG,RIO DE JANEIRO,RJ,763.251,google
BETIM,MG,ITATIAIUCU,MG,45.377,google
JORDANIA,MG,GUARULHOS,SP,1404.504,google
FRONTEIRA,MG,RIO DE JANEIRO,RJ,896.7,google
SAO PAULO,SP,SERAFINA CORREA,RS,996.303,google
BETIM,MG,PATOS DE MINAS,MG,365.937,google
EXTREMA,MG,GUARULHOS,SP,94.833,google
BETIM,MG,BARUERI,SP,577.031,google
UBERLANDIA,MG,DIVINOPOLIS,MG,456.09,google
SANTA CRUZ DE MINAS,MG,SAO PAULO,SP,519.119,google
VARZEA GRANDE,MT,UBERLANDIA,MG,1066.236,google
BOM REPOUSO,MG,RIO DE JANEIRO,RJ,428.968,google
MARIO CAMPOS,MG,RIO DE JANEIRO,RJ,472.144,google
JOINVILLE,SC,FLORIANOPOLIS,SC,183.265,google
SAO JOAO DA PONTE,MG,BELO HORIZONTE,MG,532.187,google
LAGOA DOURADA,MG,GUARULHOS,SP,534.3,google
ITU,SP,RIO DE JANEIRO,RJ,538.068,google
DIVINESIA,MG,SAO PAULO,SP,591.269,google
DIVINOPOLIS,MG,CACAPAVA,SP,457.516,google
COTIA,SP,BELO HORIZONTE,MG,624.491,google
PEDRO LEOPOLDO,MG,SAO PAULO,SP,622.136,google
SAO FRANCISCO DE SALES,MG,RIO DE JANEIRO,RJ,999.272,google
POCOS DE CALDAS,MG,UBERLANDIA,MG,465.984,google
SOROCABA,SP,CAMPO GRANDE,MS,898.371,google
ITABIRA,MG,SAO PAULO,SP,686.883,google
BOTELHOS,MG,RIO DE JANEIRO,RJ,497.679,google
VIRGINOPOLIS,MG,BELO HORIZONTE,MG,280.446,google
POCOS DE CALDAS,MG,JUNDIAI,SP,204.257,google
PEDRALVA,MG,RIO DE JANEIRO,RJ,348.84,google
URUCUIA,MG,RIO DE JANEIRO,RJ,1058.691,google
ITAJUBA,MG,GUARULHOS,SP,247.533,google
IGARAPE,MG,MATOZINHOS,MG,93.034,google
BORDA DA MATA,MG,GUARULHOS,SP,220.016,google
SAO JOAO DO MANHUACU,MG,GUARULHOS,SP,696.099,google
DESTERRO DO MELO,MG,RIO DE JANEIRO,RJ,305.953,google
IBIRITE,MG,GUARULHOS,SP,559.003,google
IGARAPE,MG,MONTE ALEGRE DE MINAS,MG,588.184,google
CAPIVARI DE BAIXO,SC,SAO PAULO,SP,817.409,google
BRASILIA,DF,RIO DE JANEIRO,RJ,1167.091,google
LAGOA SANTA,MG,SUZANO,SP,643.93,google
ALTEROSA,MG,RIO DE JANEIRO,RJ,501.182,google
IGARAPE,MG,MONTES CLAROS,MG,448.751,google
RIO DE JANEIRO,RJ,RAUL SOARES,MG,484.038,google
SAO LOURENCO,MG,RIO DE JANEIRO,RJ,271.744,google
BRASILIA,DF,BELO HORIZONTE,MG,739.688,google
IPATINGA,MG,GUARULHOS,SP,776.559,google
NOVA LIMA,MG,SAO PAULO,SP,602.775,google
GOVERNADOR VALADARES,MG,CACHOEIRINHA,RS,2014.293,google
PLANURA,MG,SAO PAULO,SP,473.211,google
SABARA,MG,RIO DE JANEIRO,RJ,468.508,google
GUARULHOS,SP,PARA DE MINAS,MG,558.685,google
VITORIA DA CONQUISTA,BA,SALVADOR,BA,,google
PARA DE MINAS,MG,SAO PAULO,SP,581.453,google
SETE LAGOAS,MG,GUARULHOS,SP,619.312,google
JUNDIAI,SP,JUNDIAI,SP,0.0,google
BETIM,MG,MONTES CLAROS,MG,434.209,google
IJACI,MG,RIO DE JANEIRO,RJ,432.805,google
PEDRO LEOPOLDO,MG,GUARULHOS,SP,607.414,google
BRACO DO NORTE,SC,SAO PAULO,SP,854.944,google
MARAVILHAS,MG,RIO DE JANEIRO,RJ,562.475,google
SAO SEBASTIAO DO PARAISO,MG,RIO DE JANEIRO,RJ,726.084,google
NOVO HAMBURGO,RS,SAO PAULO,SP,1157.473,google
JUIZ DE FORA,MG,GUARULHOS,SP,481.7,google
ALPINOPOLIS,MG,SAO PAULO,SP,374.723,google
SAO JOSE DOS CAMPOS,SP,SALVADOR,BA,,google
CORONEL FABRICIANO,MG,GUARULHOS,SP,762.143,google
JAIBA,MG,RIO DE JANEIRO,RJ,1055.868,google
ARCOS,MG,CACAPAVA,SP,436.548,google
LAGOA DA PRATA,MG,SAO PAULO,SP,525.432,google
BONFIM,MG,RIO DE JANEIRO,RJ,436.405,google
PALHOCA,SC,SAO PAULO,SP,705.57,google
SAO PAULO,SP,CLAUDIO,MG,487.35,google
BETIM,MG,DIVINOPOLIS,MG,86.295,google
CARMO DO RIO CLARO,MG,GUARULHOS,SP,377.015,google
RIO MANSO,MG,RIO DE JANEIRO,RJ,447.881,google
ITURAMA,MG,BELO HORIZONTE,MG,743.842,google
PEDRO LEOPOLDO,MG,BELO HORIZONTE,MG,40.868,google
RECIFE,PE,SAO PAULO,SP,2661.611,google
SERRANIA,MG,GUARULHOS,SP,294.383,google
CATAGUASES,MG,LEOPOLDINA,MG,23.57,google
RIACHINHO,MG,GUARULHOS,SP,1060.081,google
CAMPO GRANDE,MS,SAO PAULO,SP,984.193,google
PORTO BELO,SC,SAO PAULO,SP,648.342,google
CACHOEIRA DE MINAS,MG,BELO HORIZONTE,MG,408.528,google
PARAISOPOLIS,MG,RIO DE JANEIRO,RJ,365.588,google
SAO JOSE DOS PINHAIS,PR,FORTALEZA,CE,3389.447,google
SAO PAULO,SP,SAO CARLOS,SP,235.189,google
IGARAPE,MG,CHAPADA GAUCHA,MG,761.468,google
IGARAPE,MG,BOCAIUVA,MG,400.781,google
BETIM,MG,CAPINOPOLIS,MG,667.117,google
RIO DE JANEIRO,RJ,DORES DO INDAIA,MG,659.123,google
PASSA QUATRO,MG,GUARULHOS,SP,228.469,google
PONTAL DO PARANA,PR,SAO PAULO,SP,459.56,google
VARZEA DA PALMA,MG,RIO DE JANEIRO,RJ,735.468,google
TANGARA DA SERRA,MT,SAO PAULO,SP,1773.667,google
CAPITOLIO,MG,SAO PAULO,SP,439.646,google
SAO LUDGERO,SC,SAO PAULO,SP,857.242,google
BETIM,MG,LAJEADO,RS,1789.992,google
IGARAPE,MG,PIRAPORA,MG,373.206,google
RIO DE JANEIRO,RJ,JOAO MONLEVADE,MG,559.069,google
PARA DE MINAS,MG,BELO HORIZONTE,MG,83.484,google
TEOFILO OTONI,MG,RIO DE JANEIRO,RJ,728.053,google
RAUL SOARES,MG,RIO DE JANEIRO,RJ,485.522,google
GUARANI,MG,RIO DE JANEIRO,RJ,270.063,google
RIO DE JANEIRO,RJ,JACUTINGA,MG,465.458,google
SAO JOAO DEL REI,MG,CACAPAVA,SP,358.448,google
VESPASIANO,MG,VESPASIANO,MG,0.0,google
MONTE CARMELO,MG,SUZANO,SP,673.836,google
EWBANK DA CAMARA,MG,RIO DE JANEIRO,RJ,216.108,google
CAMPINA VERDE,MG,RIO DE JANEIRO,RJ,1008.175,google
SUZANO,SP,VARGINHA,MG,343.314,google
PASSOS,MG,SAO PAULO,SP,385.147,google
ITABIRITO,MG,UBERLANDIA,MG,585.095,google
SAO JOSE DA LAPA,MG,RIO DE JANEIRO,RJ,473.781,google
SERRA DO SALITRE,MG,RIO DE JANEIRO,RJ,807.559,google
FRUTAL,MG,GUARULHOS,SP,515.002,google
PIRANGUINHO,MG,GUARULHOS,SP,236.457,google
PERDIGAO,MG,RIO DE JANEIRO,RJ,538.345,google
RIO DE JANEIRO,RJ,MACAE,RJ,190.146,google
SILVEIRANIA,MG,RIO DE JANEIRO,RJ,289.254,google
CONGONHAS,MG,GUARULHOS,SP,574.537,google
CRUZEIRO DO OESTE,PR,SAO PAULO,SP,766.058,google
MAUA,SP,RIO DE JANEIRO,RJ,452.118,google
URUGUAIANA,RS,SAO PAULO,SP,1553.464,google
BETIM,MG,UBA,MG,264.765,google
ERVALIA,MG,RIO DE JANEIRO,RJ,352.022,google
JUATUBA,MG,BELO HORIZONTE,MG,49.839,google
SAO JOAO DA LAGOA,MG,RIO DE JANEIRO,RJ,867.408,google
CASSIA,MG,RIO DE JANEIRO,RJ,655.492,google
SAO JOSE DOS PINHAIS,PR,GUARULHOS,SP,440.138,google
MARIANA,MG,SAO PAULO,SP,645.012,google
BELO HORIZONTE,MG,BARBACENA,MG,171.269,google
PIRANGA,MG,SAO PAULO,SP,662.195,google
LAURO DE FREITAS,BA,SERRA,ES,1139.775,google
CAMBUI,MG,BELO HORIZONTE,MG,431.419,google
RIO DE JANEIRO,RJ,LAVRAS,MG,430.102,google
GUARARA,MG,RIO DE JANEIRO,RJ,214.434,google
RIO DE JANEIRO,RJ,PATOS DE MINAS,MG,815.735,google
RIO DE JANEIRO,RJ,PEDRALVA,MG,351.467,google
SAO JOAO DEL REI,MG,RIO DE JANEIRO,RJ,335.65,google
PIRAUBA,MG,RIO DE JANEIRO,RJ,281.032,google
SAO PAULO,SP,IPATINGA,MG,793.727,google
VESPASIANO,MG,GUARULHOS,SP,596.101,google
SAO PAULO,SP,IMPERATRIZ,MA,2293.426,google
RESENDE,RJ,SAO PAULO,SP,270.349,google
VAZANTE,MG,GUARULHOS,SP,801.541,google
TIMOTEO,MG,SAO PAULO,SP,781.399,google
BRUMADINHO,MG,RIO DE JANEIRO,RJ,446.846,google
CAMPO GRANDE,MS,GOIANIA,GO,838.749,google
SAO PAULO,SP,CURITIBA,PR,402.403,google
SANTOS DUMONT,MG,MESQUITA,RJ,225.68,google
VARGINHA,MG,BELO HORIZONTE,MG,313.095,google
FORMIGA,MG,BELO HORIZONTE,MG,195.154,google
RIO DE JANEIRO,RJ,DIVINOPOLIS,MG,503.026,google
SAO GONCALO DO SAPUCAI,MG,SAO PAULO,SP,258.503,google
BARUERI,SP,RIO DE JANEIRO,RJ,467.609,google
VARGINHA,MG,GUARULHOS,SP,302.947,google
SAO SEBASTIAO DO RIO VERDE,MG,RIO DE JANEIRO,RJ,257.648,google
XANXERE,SC,SAO PAULO,SP,848.847,google
SAO PAULO,SP,UNAI,MG,962.319,google
OLIVEIRA,MG,RIO DE JANEIRO,RJ,433.042,google
SAO SEBASTIAO DO OESTE,MG,RIO DE JANEIRO,RJ,494.008,google
SANTOS,SP,SANTOS,SP,0.0,google
SETE LAGOAS,MG,SAO PAULO,SP,634.035,google
UNAI,MG,SUZANO,SP,1005.108,google
CAMPO MOURAO,PR,SAO PAULO,SP,720.375,google
BELO HORIZONTE,MG,CONGONHAS,MG,79.828,google
IGARAPE,MG,ITAUNA,MG,63.434,google
ARCOS,MG,RIO DE JANEIRO,RJ,568.717,google
COLOMBO,PR,SAO PAULO,SP,407.619,google
CACAPAVA,SP,DIVINOPOLIS,MG,460.58,google
CAMACARI,BA,SAO PAULO,SP,1974.791,google
GUARATUBA,PR,SAO PAULO,SP,532.543,google
ANTONIO CARLOS,MG,RIO DE JANEIRO,RJ,277.713,google
PIRAPORA,MG,SUZANO,SP,931.529,google
SANTA CRUZ DE MINAS,MG,RIO DE JANEIRO,RJ,335.735,google
JOAO PINHEIRO,MG,RIO DE JANEIRO,RJ,832.655,google
LONDRINA,PR,SAO PAULO,SP,536.871,google
SUZANO,SP,UBERABA,MG,524.322,google
SAO PAULO,SP,RIO DE JANEIRO,RJ,444.834,google
MURIAE,MG,GUARULHOS,SP,601.716,google
TAIOBEIRAS,MG,RIO DE JANEIRO,RJ,1111.948,google
CANDIDO DE ABREU,PR,SAO PAULO,SP,673.029,google
CONTAGEM,MG,GUARULHOS,SP,557.862,google
BLUMENAU,SC,GOIANIA,GO,1519.154,google
SAO PAULO,SP,NOVA LIMA,MG,601.235,google
CARMO DO PARANAIBA,MG,GUARULHOS,SP,710.143,google
ITAMBE DO MATO DENTRO,MG,RIO DE JANEIRO,RJ,560.274,google
QUATRO BARRAS,PR,SAO PAULO,SP,395.014,google
SAO PAULO,SP,APARECIDA DE GOIANIA,GO,885.741,google
NOVA LIMA,MG,CONTAGEM,MG,33.08,google
BARBACENA,MG,BELO HORIZONTE,MG,171.917,google
SAO LUIS,MA,SAO BERNARDO DO CAMPO,SP,3083.025,google
JUATUBA,MG,SAO PAULO,SP,569.63,google
IVAIPORA,PR,SAO PAULO,SP,693.75,google
ITUIUTABA,MG,SUZANO,SP,726.193,google
RIO DE JANEIRO,RJ,LEOPOLDINA,MG,235.028,google
RECIFE,PE,SAO BERNARDO DO CAMPO,SP,2676.491,google
BETIM,MG,LAGOA SANTA,MG,66.101,google
SAO PAULO,SP,VOTORANTIM,SP,103.127,google
UBERABA,MG,GUARULHOS,SP,495.051,google
UBA,MG,SAO PAULO,SP,574.043,google
BETIM,MG,ANAPOLIS,GO,841.034,google
BUENO BRANDAO,MG,RIO DE JANEIRO,RJ,447.966,google
ITAGUARA,MG,RIO DE JANEIRO,RJ,478.797,google
FORTALEZA,CE,SAO PAULO,SP,3091.222,google
CACAPAVA,SP,CONTAGEM,MG,520.61,google
PIRAQUARA,PR,SAO PAULO,SP,407.168,google
PLANURA,MG,RIO DE JANEIRO,RJ,875.097,google
RIO DE JANEIRO,RJ,CONTAGEM,MG,444.577,google
RIO DE JANEIRO,RJ,JANAUBA,MG,987.398,google
BETIM,MG,JUIZ DE FORA,MG,287.435,google
PARACATU,MG,SAO PAULO,SP,859.35,google
BETIM,MG,BONFINOPOLIS DE MINAS,MG,562.218,google
IGARAPE,MG,SAO JOAO EVANGELISTA,MG,328.125,google
BELO HORIZONTE,MG,BELO ORIENTE,MG,254.195,google
BALSAS,MA,PRIMAVERA DO LESTE,MT,1836.833,google
RIO DE JANEIRO,RJ,PERDOES,MG,453.942,google
JOANESIA,MG,GUARULHOS,SP,826.993,google
CONGONHAS,MG,RIO DE JANEIRO,RJ,365.512,google
UNIAO DA VITORIA,PR,SAO PAULO,SP,652.914,google
RIO DE JANEIRO,RJ,PEDRA AZUL,MG,978.891,google
MAUA,SP,CURITIBA,PR,443.075,google
PIRAJUBA,MG,BELO HORIZONTE,MG,568.761,google
BURITIS,MG,RIO DE JANEIRO,RJ,1182.177,google
SAO BENTO ABADE,MG,RIO DE JANEIRO,RJ,394.839,google
ITUMBIARA,GO,SAO PAULO,SP,697.923,google
PALMAS,TO,CACAPAVA,SP,1894.503,google
RIO DE JANEIRO,RJ,VESPASIANO,MG,475.07,google
BELO HORIZONTE,MG,GUARULHOS,SP,569.171,google
DIVINOPOLIS,MG,RIO DE JANEIRO,RJ,502.095,google
BELO HORIZONTE,MG,GUAXUPE,MG,417.561,google
CABECEIRA GRANDE,MG,RIO DE JANEIRO,RJ,1097.452,google
RIO DE JANEIRO,RJ,SANTANA DO PARAISO,MG,580.797,google
PITANGUI,MG,GUARULHOS,SP,556.748,google
ENTRE RIOS DE MINAS,MG,RIO DE JANEIRO,RJ,376.513,google
SAO GONCALO DO SAPUCAI,MG,RIO DE JANEIRO,RJ,382.553,google
SARANDI,PR,SAO PAULO,SP,624.649,google
PASSA-VINTE,MG,RIO DE JANEIRO,RJ,186.153,google
BELEM,PA,MACEIO,AL,2084.069,google
BETIM,MG,JOAO MONLEVADE,MG,144.748,google
PERDOES,MG,RIO DE JANEIRO,RJ,452.622,google
ARACATUBA,SP,JUNDIAI,SP,493.025,google
CACAPAVA,SP,BETIM,MG,501.808,google
JURUAIA,MG,GUARULHOS,SP,328.498,google
ITABIRITO,MG,SAO PAULO,SP,631.939,google
SAO JOSE DOS PINHAIS,PR,LIMEIRA,SP,539.85,google
NOVA LIMA,MG,RIO DE JANEIRO,RJ,450.058,google
RIO DE JANEIRO,RJ,UBERLANDIA,MG,990.842,google
SAO PAULO,SP,VESPASIANO,MG,613.029,google
IGARAPE,MG,PARA DE MINAS,MG,66.937,google
ITUMIRIM,MG,RIO DE JANEIRO,RJ,411.435,google
SAO JOSE DOS PINHAIS,PR,BRASILIA,DF,1398.547,google
CARATINGA,MG,SAO PAULO,SP,791.296,google
GUAXUPE,MG,BELO HORIZONTE,MG,416.63,google
RIO DE JANEIRO,RJ,MATOZINHOS,MG,492.813,google
ALTEROSA,MG,BELO HORIZONTE,MG,387.353,google
ITANHANDU,MG,RIO DE JANEIRO,RJ,250.901,google
OLIVEIRA,MG,GUARULHOS,SP,427.748,google
BETIM,MG,FRANCISCO SA,MG,481.895,google
SAO GOTARDO,MG,UBERLANDIA,MG,286.378,google
BELO HORIZONTE,MG,SETE LAGOAS,MG,73.865,google
CURIUVA,PR,SAO PAULO,SP,547.922,google
VIRGINIA,MG,RIO DE JANEIRO,RJ,272.311,google
JUATUBA,MG,JUATUBA,MG,0.0,google
CORONEL FABRICIANO,MG,UBERLANDIA,MG,730.021,google
VESPASIANO,MG,SUZANO,SP,637.399,google
JANAUBA,MG,RIO DE JANEIRO,RJ,984.094,google
PARA DE MINAS,MG,RIO DE JANEIRO,RJ,513.26,google
PARANAGUA,PR,SAO PAULO,SP,449.017,google
RIO DE JANEIRO,RJ,TRES PONTAS,MG,424.946,google
IGARAPE,MG,GUARULHOS,SP,523.234,google
BETIM,MG,GUARANI,MG,293.707,google
CONTAGEM,MG,BRASILIA,DF,725.376,google
SALVADOR,BA,SERRA,ES,,google
TUPACIGUARA,MG,RIO DE JANEIRO,RJ,1061.806,google
OURO FINO,MG,RIO DE JANEIRO,RJ,433.515,google
ITURAMA,MG,GOIANIA,GO,476.449,google
BARUERI,SP,RECIFE,PE,2689.269,google
LAGOA FORMOSA,MG,RIO DE JANEIRO,RJ,804.463,google
SAO JOAO DEL REI,MG,GUARULHOS,SP,455.61,google
IGARAPE,MG,PATROCINIO,MG,395.753,google
RIO PIRACICABA,MG,RIO DE JANEIRO,RJ,505.656,google
PADRE PARAISO,MG,RIO DE JANEIRO,RJ,826.164,google
RIO DE JANEIRO,RJ,ITANHANDU,MG,250.443,google
BELA VISTA DE MINAS,MG,SAO PAULO,SP,708.209,google
GUARANESIA,MG,RIO DE JANEIRO,RJ,572.865,google
CANOINHAS,SC,SAO PAULO,SP,597.879,google
SAO SEBASTIAO DO PARAISO,MG,BELO HORIZONTE,MG,396.111,google
RECIFE,PE,BRASILIA,DF,2120.229,google
BETIM,MG,RECREIO,MG,375.311,google
RIO DE JANEIRO,RJ,SOROCABA,SP,528.954,google
SAO JOAO BATISTA DO GLORIA,MG,SUZANO,SP,445.591,google
NOVA ANDRADINA,MS,SAO BERNARDO DO CAMPO,SP,824.136,google
FORTALEZA,CE,BRASILIA,DF,2117.32,google
SALINAS,MG,RIO DE JANEIRO,RJ,1066.756,google
CURITIBA,PR,RIO DE JANEIRO,RJ,851.645,google
BELO HORIZONTE,MG,MURIAE,MG,312.523,google
BORDA DA MATA,MG,SAO PAULO,SP,234.739,google
RIBEIRAO DAS NEVES,MG,GUARULHOS,SP,579.322,google
SAO PAULO,SP,JUIZ DE FORA,MG,507.746,google
SANTO ANTONIO DO MONTE,MG,RIO DE JANEIRO,RJ,540.014,google
BETIM,MG,IBIRITE,MG,23.088,google
PATO BRANCO,PR,SAO PAULO,SP,852.429,google
SABARA,MG,SAO PAULO,SP,605.28,google
PATROCINIO,MG,BELO HORIZONTE,MG,419.238,google
PINHAO,PR,SAO PAULO,SP,725.984,google
SUZANO,SP,ITAMONTE,MG,253.129,google
RIO DE JANEIRO,RJ,ALFENAS,MG,461.461,google
BELO HORIZONTE,MG,CAMACARI,BA,1414.009,google
SACRAMENTO,MG,SAO PAULO,SP,499.151,google
BETIM,MG,OURO FINO,MG,415.994,google
