cidade_origem,uf_origem,cidade_destino,uf_destino,distancia_km,fonte
ABAETE,MG,BETIM,MG,182.8,google
ABADIA DOS DOURADOS,MG,BETIM,MG,487.9,google
ACUCENA,MG,BETIM,MG,301.2,google
ACAIACA,MG,BETIM,MG,174.9,google
AGUA COMPRIDA,MG,BETIM,MG,489.3,google
AGUANIL,MG,BETIM,MG,209.9,google
AGUA BOA,MG,BETIM,MG,411.5,google
AGUAS VERMELHAS,MG,BETIM,MG,768.1,google
ABRE CAMPO,MG,BETIM,MG,249.1,google
AGUAS FORMOSAS,MG,BETIM,MG,618.4,google
AIMORES,MG,BETIM,MG,501.7,google
AIURUOCA,MG,BETIM,MG,389.7,google
ALAGOA,MG,BETIM,MG,417.8,google
ALFREDO VASCONCELOS,MG,BETIM,MG,181.4,google
ALMENARA,MG,BETIM,MG,789.1,google
ALEM PARAIBA,MG,BETIM,MG,399.7,google
ALPERCATA,MG,BETIM,MG,345.7,google
ALFENAS,MG,BETIM,MG,313.1,google
ALBERTINA,MG,BETIM,MG,456.4,google
ALPINOPOLIS,MG,BETIM,MG,309.4,google
ALTO CAPARAO,MG,BETIM,MG,352.4,google
ALTO RIO DOCE,MG,BETIM,MG,238.8,google
ALVINOPOLIS,MG,BETIM,MG,190.0,google
ALVORADA DE MINAS,MG,BETIM,MG,238.8,google
ALTO JEQUITIBA,MG,BETIM,MG,339.6,google
AMPARO DO SERRA,MG,BETIM,MG,224.0,google
ANDRADAS,MG,BETIM,MG,453.7,google
ANDRELANDIA,MG,BETIM,MG,317.1,google
ALTEROSA,MG,BETIM,MG,358.0,google
ALVARENGA,MG,BETIM,MG,369.0,google
ANGELANDIA,MG,BETIM,MG,481.3,google
ANTONIO DIAS,MG,BETIM,MG,197.4,google
ARACAI,MG,BETIM,MG,127.6,google
ANTONIO PRADO DE MINAS,MG,BETIM,MG,370.1,google
ARACITABA,MG,BETIM,MG,247.6,google
ARANTINA,MG,BETIM,MG,342.8,google
ANTONIO CARLOS,MG,BETIM,MG,205.2,google
ARAGUARI,MG,BETIM,MG,538.2,google
ARACUAI,MG,BETIM,MG,603.0,google
ARAPONGA,MG,BETIM,MG,293.5,google
ARAPORA,MG,BETIM,MG,632.8,google
ARAXA,MG,BETIM,MG,333.4,google
ARAPUA,MG,BETIM,MG,307.3,google
ARAUJOS,MG,BETIM,MG,121.8,google
AREADO,MG,BETIM,MG,345.9,google
ARGIRITA,MG,BETIM,MG,357.1,google
ARCEBURGO,MG,BETIM,MG,418.5,google
ARCOS,MG,BETIM,MG,182.5,google
ARICANDUVA,MG,BETIM,MG,523.0,google
ARINOS,MG,BETIM,MG,660.6,google
BAEPENDI,MG,BETIM,MG,351.3,google
ATALEIA,MG,BETIM,MG,541.0,google
AUGUSTO DE LIMA,MG,BETIM,MG,255.9,google
BALDIM,MG,BETIM,MG,128.4,google
ASTOLFO DUTRA,MG,BETIM,MG,301.9,google
BAMBUI,MG,BETIM,MG,233.6,google
BANDEIRA,MG,BETIM,MG,844.0,google
BARAO DE COCAIS,MG,BETIM,MG,124.8,google
BANDEIRA DO SUL,MG,BETIM,MG,394.7,google
BARBACENA,MG,BETIM,MG,192.5,google
BARRA LONGA,MG,BETIM,MG,193.5,google
BARAO DO MONTE ALTO,MG,BETIM,MG,369.5,google
BELA VISTA DE MINAS,MG,BETIM,MG,155.4,google
BELMIRO BRAGA,MG,BETIM,MG,315.4,google
BELO HORIZONTE,MG,BETIM,MG,31.0,google
BELO VALE,MG,BETIM,MG,93.4,google
BELO ORIENTE,MG,BETIM,MG,279.5,google
BERILO,MG,BETIM,MG,541.6,google
BARROSO,MG,BETIM,MG,216.5,google
BETIM,MG,BETIM,MG,0.0,google
BERIZAL,MG,BETIM,MG,752.5,google
BOCAIUVA,MG,BETIM,MG,384.8,google
BOA ESPERANCA,MG,BETIM,MG,245.6,google
BOCAINA DE MINAS,MG,BETIM,MG,398.8,google
BOM DESPACHO,MG,BETIM,MG,129.6,google
BERTOPOLIS,MG,BETIM,MG,664.6,google
BIQUINHAS,MG,BETIM,MG,236.8,google
BIAS FORTES,MG,BETIM,MG,254.2,google
BICAS,MG,BETIM,MG,323.5,google
BOM JESUS DA PENHA,MG,BETIM,MG,341.0,google
BOM JESUS DO AMPARO,MG,BETIM,MG,99.7,google
BOM REPOUSO,MG,BETIM,MG,409.9,google
BOM JESUS DO GALHO,MG,BETIM,MG,299.7,google
BOM SUCESSO,MG,BETIM,MG,172.5,google
BOM JARDIM DE MINAS,MG,BETIM,MG,353.1,google
BORDA DA MATA,MG,BETIM,MG,387.9,google
BONFIM,MG,BETIM,MG,61.9,google
BONITO DE MINAS,MG,BETIM,MG,649.5,google
BONFINOPOLIS DE MINAS,MG,BETIM,MG,560.2,google
BOTELHOS,MG,BETIM,MG,382.1,google
BRAUNAS,MG,BETIM,MG,282.4,google
BOTUMIRIM,MG,BETIM,MG,608.0,google
BRASILIA DE MINAS,MG,BETIM,MG,562.9,google
BRAS PIRES,MG,BETIM,MG,206.6,google
BRAZOPOLIS,MG,BETIM,MG,419.3,google
BUENOPOLIS,MG,BETIM,MG,285.7,google
BUENO BRANDAO,MG,BETIM,MG,429.2,google
BRASILANDIA DE MINAS,MG,BETIM,MG,496.7,google
BRUMADINHO,MG,BETIM,MG,26.3,google
BUGRE,MG,BETIM,MG,274.2,google
BURITIS,MG,BETIM,MG,757.3,google
BURITIZEIRO,MG,BETIM,MG,361.6,google
CABECEIRA GRANDE,MG,BETIM,MG,672.5,google
CACHOEIRA DE MINAS,MG,BETIM,MG,379.2,google
CABO VERDE,MG,BETIM,MG,399.5,google
CACHOEIRA DA PRATA,MG,BETIM,MG,98.9,google
CAETANOPOLIS,MG,BETIM,MG,106.1,google
CACHOEIRA DE PAJEU,MG,BETIM,MG,756.6,google
CACHOEIRA DOURADA,MG,BETIM,MG,689.1,google
CAETE,MG,BETIM,MG,85.6,google
CAIANA,MG,BETIM,MG,381.1,google
CAJURI,MG,BETIM,MG,260.6,google
CALDAS,MG,BETIM,MG,434.7,google
CAMBUQUIRA,MG,BETIM,MG,286.8,google
CAMACHO,MG,BETIM,MG,170.7,google
CAMPANARIO,MG,BETIM,MG,417.6,google
CAMBUI,MG,BETIM,MG,402.1,google
CAMANDUCAIA,MG,BETIM,MG,421.6,google
CAMPANHA,MG,BETIM,MG,285.0,google
CAMPINA VERDE,MG,BETIM,MG,648.1,google
CAMPO AZUL,MG,BETIM,MG,494.7,google
CAMPO BELO,MG,BETIM,MG,188.1,google
CAMPO DO MEIO,MG,BETIM,MG,271.0,google
CAMPOS ALTOS,MG,BETIM,MG,241.3,google
CAMPOS GERAIS,MG,BETIM,MG,278.6,google
CAMPO FLORIDO,MG,BETIM,MG,516.3,google
CAMPESTRE,MG,BETIM,MG,379.8,google
CANA VERDE,MG,BETIM,MG,196.5,google
CANAPOLIS,MG,BETIM,MG,626.4,google
CANDEIAS,MG,BETIM,MG,206.2,google
CANTAGALO,MG,BETIM,MG,329.4,google
CAPARAO,MG,BETIM,MG,367.5,google
CAPETINGA,MG,BETIM,MG,378.3,google
CAPELINHA,MG,BETIM,MG,543.7,google
CAPELA NOVA,MG,BETIM,MG,184.8,google
CANAA,MG,BETIM,MG,282.8,google
CAPINOPOLIS,MG,BETIM,MG,669.5,google
CAPIM BRANCO,MG,BETIM,MG,82.2,google
CAPITAO ANDRADE,MG,BETIM,MG,376.9,google
CAPITOLIO,MG,BETIM,MG,248.7,google
CAPUTIRA,MG,BETIM,MG,294.9,google
CARANDAI,MG,BETIM,MG,155.9,google
CARAI,MG,BETIM,MG,568.9,google
CARANGOLA,MG,BETIM,MG,354.5,google
CARANAIBA,MG,BETIM,MG,149.4,google
CAPITAO ENEAS,MG,BETIM,MG,491.6,google
CARBONITA,MG,BETIM,MG,429.3,google
CARATINGA,MG,BETIM,MG,324.2,google
CARMESIA,MG,BETIM,MG,242.5,google
CARMO DA CACHOEIRA,MG,BETIM,MG,228.4,google
CARMO DE MINAS,MG,BETIM,MG,360.3,google
CARMO DO CAJURU,MG,BETIM,MG,85.0,google
CARMO DO RIO CLARO,MG,BETIM,MG,328.0,google
CARMO DO PARANAIBA,MG,BETIM,MG,317.1,google
CARMOPOLIS DE MINAS,MG,BETIM,MG,92.9,google
CAREACU,MG,BETIM,MG,323.1,google
CARLOS CHAGAS,MG,BETIM,MG,578.4,google
CARMO DA MATA,MG,BETIM,MG,140.7,google
CARRANCAS,MG,BETIM,MG,249.5,google
CASA GRANDE,MG,BETIM,MG,148.3,google
CARVALHOPOLIS,MG,BETIM,MG,332.7,google
CARVALHOS,MG,BETIM,MG,408.1,google
CASSIA,MG,BETIM,MG,362.6,google
CASCALHO RICO,MG,BETIM,MG,520.7,google
CATAS ALTAS,MG,BETIM,MG,146.2,google
CATAS ALTAS DA NORUEGA,MG,BETIM,MG,160.9,google
CARNEIRINHO,MG,BETIM,MG,767.8,google
CATAGUASES,MG,BETIM,MG,324.0,google
CATUJI,MG,BETIM,MG,540.3,google
CAXAMBU,MG,BETIM,MG,346.3,google
CATUTI,MG,BETIM,MG,653.7,google
CHACARA,MG,BETIM,MG,300.8,google
CENTRAL DE MINAS,MG,BETIM,MG,431.4,google
CHALE,MG,BETIM,MG,380.3,google
CENTRALINA,MG,BETIM,MG,634.2,google
CHAPADA DO NORTE,MG,BETIM,MG,520.8,google
CHAPADA GAUCHA,MG,BETIM,MG,745.0,google
CEDRO DO ABAETE,MG,BETIM,MG,217.2,google
CIPOTANEA,MG,BETIM,MG,194.7,google
CHIADOR,MG,BETIM,MG,356.7,google
CLARAVAL,MG,BETIM,MG,419.1,google
COIMBRA,MG,BETIM,MG,263.7,google
COLUNA,MG,BETIM,MG,386.3,google
COMENDADOR GOMES,MG,BETIM,MG,581.0,google
CLARO DOS POCOES,MG,BETIM,MG,414.8,google
COMERCINHO,MG,BETIM,MG,762.2,google
CLAUDIO,MG,BETIM,MG,110.5,google
CONCEICAO DA APARECIDA,MG,BETIM,MG,345.7,google
CONCEICAO DA BARRA DE MINAS,MG,BETIM,MG,202.5,google
CONCEICAO DE IPANEMA,MG,BETIM,MG,393.1,google
CONCEICAO DOS OUROS,MG,BETIM,MG,387.4,google
CONCEICAO DO RIO VERDE,MG,BETIM,MG,329.5,google
CONCEICAO DO MATO DENTRO,MG,BETIM,MG,191.1,google
CONFINS,MG,BETIM,MG,66.9,google
CONEGO MARINHO,MG,BETIM,MG,633.4,google
CONCEICAO DAS ALAGOAS,MG,BETIM,MG,501.2,google
CONCEICAO DAS PEDRAS,MG,BETIM,MG,373.1,google
CONCEICAO DO PARA,MG,BETIM,MG,102.3,google
CONGONHAS DO NORTE,MG,BETIM,MG,238.2,google
CONSELHEIRO LAFAIETE,MG,BETIM,MG,119.7,google
CONGONHAS,MG,BETIM,MG,102.0,google
CONQUISTA,MG,BETIM,MG,436.3,google
CONSELHEIRO PENA,MG,BETIM,MG,427.7,google
COQUEIRAL,MG,BETIM,MG,237.6,google
CONSOLACAO,MG,BETIM,MG,414.0,google
CONGONHAL,MG,BETIM,MG,376.0,google
CONTAGEM,MG,BETIM,MG,19.7,google
CORACAO DE JESUS,MG,BETIM,MG,507.5,google
CORDISBURGO,MG,BETIM,MG,124.9,google
COROACI,MG,BETIM,MG,399.9,google
CORINTO,MG,BETIM,MG,221.3,google
CORONEL XAVIER CHAVES,MG,BETIM,MG,203.4,google
COROMANDEL,MG,BETIM,MG,461.3,google
CORONEL PACHECO,MG,BETIM,MG,288.2,google
CORONEL MURTA,MG,BETIM,MG,591.9,google
CORREGO DANTA,MG,BETIM,MG,203.9,google
CORDISLANDIA,MG,BETIM,MG,312.2,google
CORONEL FABRICIANO,MG,BETIM,MG,224.0,google
CORREGO FUNDO,MG,BETIM,MG,176.7,google
CRISTIANO OTONI,MG,BETIM,MG,137.9,google
CORREGO NOVO,MG,BETIM,MG,299.1,google
COUTO DE MAGALHAES DE MINAS,MG,BETIM,MG,331.5,google
CRISOLITA,MG,BETIM,MG,599.1,google
CRISTINA,MG,BETIM,MG,383.2,google
CRISTALIA,MG,BETIM,MG,591.6,google
CRISTAIS,MG,BETIM,MG,224.3,google
CORREGO DO BOM JESUS,MG,BETIM,MG,407.0,google
CRUCILANDIA,MG,BETIM,MG,76.2,google
CRUZEIRO DA FORTALEZA,MG,BETIM,MG,365.7,google
CRUZILIA,MG,BETIM,MG,371.0,google
CUPARAQUE,MG,BETIM,MG,482.8,google
CURRAL DE DENTRO,MG,BETIM,MG,716.3,google
DELTA,MG,BETIM,MG,453.5,google
DELFIM MOREIRA,MG,BETIM,MG,442.4,google
DATAS,MG,BETIM,MG,275.8,google
CURVELO,MG,BETIM,MG,168.6,google
DELFINOPOLIS,MG,BETIM,MG,383.8,google
DESCOBERTO,MG,BETIM,MG,315.6,google
DESTERRO DE ENTRE RIOS,MG,BETIM,MG,139.2,google
DESTERRO DO MELO,MG,BETIM,MG,217.3,google
DIOGO DE VASCONCELOS,MG,BETIM,MG,186.9,google
DIVINOPOLIS,MG,BETIM,MG,87.6,google
DIAMANTINA,MG,BETIM,MG,299.8,google
DIVINO DAS LARANJEIRAS,MG,BETIM,MG,408.3,google
DIVINOLANDIA DE MINAS,MG,BETIM,MG,320.5,google
DIONISIO,MG,BETIM,MG,196.9,google
DIVINESIA,MG,BETIM,MG,244.5,google
DIVINO,MG,BETIM,MG,329.5,google
DIVISA NOVA,MG,BETIM,MG,348.5,google
DIVISA ALEGRE,MG,BETIM,MG,781.3,google
DOM JOAQUIM,MG,BETIM,MG,224.6,google
DONA EUZEBIA,MG,BETIM,MG,308.1,google
DOM SILVERIO,MG,BETIM,MG,206.5,google
DOM VICOSO,MG,BETIM,MG,385.5,google
DORES DE CAMPOS,MG,BETIM,MG,226.4,google
DOM BOSCO,MG,BETIM,MG,559.7,google
DOM CAVATI,MG,BETIM,MG,295.9,google
DIVISOPOLIS,MG,BETIM,MG,822.6,google
DORES DE GUANHAES,MG,BETIM,MG,242.2,google
DORES DO INDAIA,MG,BETIM,MG,210.4,google
DORES DO TURVO,MG,BETIM,MG,228.5,google
DORESOPOLIS,MG,BETIM,MG,245.5,google
DURANDE,MG,BETIM,MG,343.5,google
DOURADOQUARA,MG,BETIM,MG,520.3,google
ENGENHEIRO NAVARRO,MG,BETIM,MG,360.2,google
ENGENHEIRO CALDAS,MG,BETIM,MG,317.9,google
ELOI MENDES,MG,BETIM,MG,297.1,google
ENTRE FOLHAS,MG,BETIM,MG,291.2,google
ENTRE RIOS DE MINAS,MG,BETIM,MG,144.5,google
ERVALIA,MG,BETIM,MG,278.7,google
ESMERALDAS,MG,BETIM,MG,33.4,google
ESPERA FELIZ,MG,BETIM,MG,377.5,google
ESPINOSA,MG,BETIM,MG,705.0,google
ESPIRITO SANTO DO DOURADO,MG,BETIM,MG,385.4,google
ESTRELA DO SUL,MG,BETIM,MG,482.8,google
EUGENOPOLIS,MG,BETIM,MG,356.4,google
ESTIVA,MG,BETIM,MG,385.7,google
ESTRELA DO INDAIA,MG,BETIM,MG,221.2,google
EXTREMA,MG,BETIM,MG,447.1,google
FARIA LEMOS,MG,BETIM,MG,366.7,google
ESTRELA DALVA,MG,BETIM,MG,433.3,google
EWBANK DA CAMARA,MG,BETIM,MG,245.8,google
FELICIO DOS SANTOS,MG,BETIM,MG,372.2,google
FERNANDES TOURINHO,MG,BETIM,MG,325.8,google
FAMA,MG,BETIM,MG,317.1,google
FERROS,MG,BETIM,MG,207.5,google
FERVEDOURO,MG,BETIM,MG,334.8,google
FLORESTAL,MG,BETIM,MG,35.0,google
FELISBURGO,MG,BETIM,MG,699.4,google
FELIXLANDIA,MG,BETIM,MG,197.4,google
FORMOSO,MG,BETIM,MG,884.5,google
FORMIGA,MG,BETIM,MG,165.6,google
FORTALEZA DE MINAS,MG,BETIM,MG,336.9,google
FORTUNA DE MINAS,MG,BETIM,MG,71.7,google
FRANCISCO SA,MG,BETIM,MG,480.9,google
FRANCISCO BADARO,MG,BETIM,MG,558.3,google
FREI GASPAR,MG,BETIM,MG,480.2,google
FREI LAGONEGRO,MG,BETIM,MG,400.0,google
FREI INOCENCIO,MG,BETIM,MG,373.5,google
FRONTEIRA,MG,BETIM,MG,618.5,google
FRANCISCOPOLIS,MG,BETIM,MG,480.6,google
FRONTEIRA DOS VALES,MG,BETIM,MG,646.6,google
FRANCISCO DUMONT,MG,BETIM,MG,384.8,google
FRUTA DE LEITE,MG,BETIM,MG,615.6,google
FUNILANDIA,MG,BETIM,MG,109.5,google
GALILEIA,MG,BETIM,MG,403.8,google
FRUTAL,MG,BETIM,MG,571.0,google
GLAUCILANDIA,MG,BETIM,MG,453.8,google
GOIABEIRA,MG,BETIM,MG,463.9,google
GOIANA,MG,BETIM,MG,298.1,google
GONCALVES,MG,BETIM,MG,427.3,google
GOUVEIA,MG,BETIM,MG,262.4,google
GONZAGA,MG,BETIM,MG,340.1,google
GOVERNADOR VALADARES,MG,BETIM,MG,341.2,google
GAMELEIRAS,MG,BETIM,MG,695.8,google
GRAO MOGOL,MG,BETIM,MG,576.8,google
GUARACIABA,MG,BETIM,MG,209.7,google
GUARACIAMA,MG,BETIM,MG,407.2,google
GUARARA,MG,BETIM,MG,326.0,google
GUARANI,MG,BETIM,MG,293.3,google
GUARDA-MOR,MG,BETIM,MG,515.5,google
GUARANESIA,MG,BETIM,MG,396.4,google
GRUPIARA,MG,BETIM,MG,508.7,google
GUANHAES,MG,BETIM,MG,275.2,google
GUAPE,MG,BETIM,MG,259.3,google
GUAXUPE,MG,BETIM,MG,387.1,google
GUIDOVAL,MG,BETIM,MG,283.0,google
HELIODORA,MG,BETIM,MG,346.0,google
GURINHATA,MG,BETIM,MG,710.7,google
GUIRICEMA,MG,BETIM,MG,297.5,google
IAPU,MG,BETIM,MG,277.3,google
IBERTIOGA,MG,BETIM,MG,233.1,google
IBIA,MG,BETIM,MG,304.0,google
GUIMARANIA,MG,BETIM,MG,388.5,google
IBIAI,MG,BETIM,MG,421.5,google
IBIRACATU,MG,BETIM,MG,587.2,google
IBIRACI,MG,BETIM,MG,394.1,google
IGARATINGA,MG,BETIM,MG,69.2,google
IBITIURA DE MINAS,MG,BETIM,MG,435.0,google
IGARAPE,MG,BETIM,MG,17.7,google
IGUATAMA,MG,BETIM,MG,204.3,google
ICARAI DE MINAS,MG,BETIM,MG,515.1,google
IBITURUNA,MG,BETIM,MG,188.1,google
IJACI,MG,BETIM,MG,191.6,google
IBIRITE,MG,BETIM,MG,21.8,google
ILICINEA,MG,BETIM,MG,272.3,google
IMBE DE MINAS,MG,BETIM,MG,330.1,google
INCONFIDENTES,MG,BETIM,MG,407.8,google
INGAI,MG,BETIM,MG,236.2,google
INHAPIM,MG,BETIM,MG,301.5,google
INIMUTABA,MG,BETIM,MG,178.1,google
INDIANOPOLIS,MG,BETIM,MG,510.7,google
INHAUMA,MG,BETIM,MG,91.5,google
IPABA,MG,BETIM,MG,258.1,google
INDAIABIRA,MG,BETIM,MG,732.7,google
IPANEMA,MG,BETIM,MG,392.4,google
IRAI DE MINAS,MG,BETIM,MG,452.0,google
IPUIUNA,MG,BETIM,MG,400.2,google
IPIACU,MG,BETIM,MG,709.9,google
ITABIRA,MG,BETIM,MG,134.0,google
ITABIRINHA,MG,BETIM,MG,448.1,google
ITABIRITO,MG,BETIM,MG,79.1,google
ITACAMBIRA,MG,BETIM,MG,466.5,google
ITACARAMBI,MG,BETIM,MG,663.0,google
IPATINGA,MG,BETIM,MG,239.1,google
ITAGUARA,MG,BETIM,MG,68.4,google
ITAIPE,MG,BETIM,MG,552.6,google
ITAJUBA,MG,BETIM,MG,414.4,google
ITAMARATI DE MINAS,MG,BETIM,MG,330.1,google
ITAMARANDIBA,MG,BETIM,MG,473.8,google
ITAMBE DO MATO DENTRO,MG,BETIM,MG,144.2,google
ITAMONTE,MG,BETIM,MG,396.9,google
ITANHANDU,MG,BETIM,MG,394.8,google
ITANHOMI,MG,BETIM,MG,339.6,google
ITAMOGI,MG,BETIM,MG,393.1,google
ITAMBACURI,MG,BETIM,MG,443.1,google
ITAPECERICA,MG,BETIM,MG,149.6,google
ITAOBIM,MG,BETIM,MG,676.8,google
ITATIAIUCU,MG,BETIM,MG,45.7,google
ITAPEVA,MG,BETIM,MG,430.6,google
ITINGA,MG,BETIM,MG,646.6,google
ITAU DE MINAS,MG,BETIM,MG,332.3,google
ITAVERAVA,MG,BETIM,MG,143.8,google
ITAUNA,MG,BETIM,MG,49.6,google
ITAPAGIPE,MG,BETIM,MG,622.8,google
ITUETA,MG,BETIM,MG,479.1,google
ITURAMA,MG,BETIM,MG,714.3,google
JAGUARACU,MG,BETIM,MG,210.7,google
JABOTICATUBAS,MG,BETIM,MG,90.6,google
ITUTINGA,MG,BETIM,MG,223.6,google
JACINTO,MG,BETIM,MG,839.3,google
ITUIUTABA,MG,BETIM,MG,642.0,google
JACUI,MG,BETIM,MG,367.9,google
ITUMIRIM,MG,BETIM,MG,223.5,google
JACUTINGA,MG,BETIM,MG,442.6,google
JAIBA,MG,BETIM,MG,635.0,google
JAMPRUCA,MG,BETIM,MG,392.4,google
JENIPAPO DE MINAS,MG,BETIM,MG,579.2,google
JAPONVAR,MG,BETIM,MG,534.6,google
JECEABA,MG,BETIM,MG,133.7,google
JEQUERI,MG,BETIM,MG,260.7,google
JAPARAIBA,MG,BETIM,MG,189.0,google
JEQUITAI,MG,BETIM,MG,420.7,google
JANUARIA,MG,BETIM,MG,600.8,google
JANAUBA,MG,BETIM,MG,563.2,google
JEQUITIBA,MG,BETIM,MG,120.0,google
JEQUITINHONHA,MG,BETIM,MG,740.5,google
JESUANIA,MG,BETIM,MG,328.8,google
JOAIMA,MG,BETIM,MG,765.5,google
JOAO MONLEVADE,MG,BETIM,MG,143.8,google
JOANESIA,MG,BETIM,MG,288.9,google
JOAQUIM FELICIO,MG,BETIM,MG,299.7,google
JORDANIA,MG,BETIM,MG,866.3,google
JOSE GONCALVES DE MINAS,MG,BETIM,MG,535.8,google
JOAO PINHEIRO,MG,BETIM,MG,407.8,google
JOSE RAYDAN,MG,BETIM,MG,373.3,google
JUIZ DE FORA,MG,BETIM,MG,286.5,google
JUATUBA,MG,BETIM,MG,20.3,google
JURAMENTO,MG,BETIM,MG,463.0,google
JURUAIA,MG,BETIM,MG,376.3,google
LAGAMAR,MG,BETIM,MG,446.5,google
JUVENILIA,MG,BETIM,MG,798.6,google
LADAINHA,MG,BETIM,MG,538.1,google
LAGOA DA PRATA,MG,BETIM,MG,174.1,google
JOSENOPOLIS,MG,BETIM,MG,642.2,google
LAGOA DOS PATOS,MG,BETIM,MG,413.5,google
LAGOA DOURADA,MG,BETIM,MG,173.5,google
LAGOA FORMOSA,MG,BETIM,MG,345.0,google
LAMBARI,MG,BETIM,MG,321.2,google
LARANJAL,MG,BETIM,MG,368.5,google
LASSANCE,MG,BETIM,MG,278.1,google
LAMIM,MG,BETIM,MG,173.1,google
LAJINHA,MG,BETIM,MG,365.2,google
LAGOA SANTA,MG,BETIM,MG,63.4,google
LAGOA GRANDE,MG,BETIM,MG,469.5,google
LAVRAS,MG,BETIM,MG,208.0,google
LEANDRO FERREIRA,MG,BETIM,MG,116.7,google
LEME DO PRADO,MG,BETIM,MG,499.2,google
LIBERDADE,MG,BETIM,MG,375.3,google
LIMA DUARTE,MG,BETIM,MG,312.6,google
LIMEIRA DO OESTE,MG,BETIM,MG,767.4,google
LUISBURGO,MG,BETIM,MG,323.5,google
LONTRA,MG,BETIM,MG,546.7,google
LUISLANDIA,MG,BETIM,MG,583.2,google
LEOPOLDINA,MG,BETIM,MG,341.4,google
LUMINARIAS,MG,BETIM,MG,248.8,google
MAMONAS,MG,BETIM,MG,690.4,google
MACHADO,MG,BETIM,MG,348.5,google
MACHACALIS,MG,BETIM,MG,645.5,google
MALACACHETA,MG,BETIM,MG,462.0,google
MADRE DE DEUS DE MINAS,MG,BETIM,MG,266.5,google
MANGA,MG,BETIM,MG,707.3,google
MANHUACU,MG,BETIM,MG,310.0,google
MANHUMIRIM,MG,BETIM,MG,330.0,google
LUZ,MG,BETIM,MG,172.0,google
MANTENA,MG,BETIM,MG,478.4,google
MARIANA,MG,BETIM,MG,135.5,google
MARAVILHAS,MG,BETIM,MG,103.1,google
MARIA DA FE,MG,BETIM,MG,401.9,google
MARIO CAMPOS,MG,BETIM,MG,13.0,google
MARIPA DE MINAS,MG,BETIM,MG,336.6,google
MARILAC,MG,BETIM,MG,389.5,google
MARMELOPOLIS,MG,BETIM,MG,463.1,google
MAR DE ESPANHA,MG,BETIM,MG,344.5,google
MARLIERIA,MG,BETIM,MG,219.4,google
MARTINHO CAMPOS,MG,BETIM,MG,154.0,google
MATIAS BARBOSA,MG,BETIM,MG,300.1,google
MATEUS LEME,MG,BETIM,MG,30.0,google
MATHIAS LOBATO,MG,BETIM,MG,372.0,google
MATIPO,MG,BETIM,MG,276.8,google
MATERLANDIA,MG,BETIM,MG,327.6,google
MARTINS SOARES,MG,BETIM,MG,329.8,google
MATA VERDE,MG,BETIM,MG,859.3,google
MATIAS CARDOSO,MG,BETIM,MG,693.9,google
MATOZINHOS,MG,BETIM,MG,75.8,google
MATO VERDE,MG,BETIM,MG,643.4,google
MATUTINA,MG,BETIM,MG,298.3,google
MEDEIROS,MG,BETIM,MG,271.3,google
MEDINA,MG,BETIM,MG,719.4,google
MERCES,MG,BETIM,MG,246.4,google
MENDES PIMENTEL,MG,BETIM,MG,419.3,google
MESQUITA,MG,BETIM,MG,273.2,google
MINDURI,MG,BETIM,MG,319.9,google
MIRABELA,MG,BETIM,MG,499.5,google
MIRADOURO,MG,BETIM,MG,357.4,google
MINAS NOVAS,MG,BETIM,MG,515.5,google
MIRAVANIA,MG,BETIM,MG,700.7,google
MOEDA,MG,BETIM,MG,80.2,google
MIRAI,MG,BETIM,MG,328.7,google
MOEMA,MG,BETIM,MG,147.2,google
MONTALVANIA,MG,BETIM,MG,773.3,google
MONJOLOS,MG,BETIM,MG,263.5,google
MONTE BELO,MG,BETIM,MG,370.4,google
MONTE AZUL,MG,BETIM,MG,673.2,google
MONTE CARMELO,MG,BETIM,MG,471.8,google
MONTE FORMOSO,MG,BETIM,MG,615.6,google
MONTE SANTO DE MINAS,MG,BETIM,MG,401.9,google
MONSENHOR PAULO,MG,BETIM,MG,293.4,google
MONTE ALEGRE DE MINAS,MG,BETIM,MG,575.1,google
MONTE SIAO,MG,BETIM,MG,448.5,google
MORADA NOVA DE MINAS,MG,BETIM,MG,266.4,google
MORRO DA GARCA,MG,BETIM,MG,213.7,google
MUNHOZ,MG,BETIM,MG,443.3,google
MORRO DO PILAR,MG,BETIM,MG,178.2,google
MUTUM,MG,BETIM,MG,411.7,google
MUZAMBINHO,MG,BETIM,MG,390.0,google
MONTES CLAROS,MG,BETIM,MG,431.7,google
MONTEZUMA,MG,BETIM,MG,712.9,google
MURIAE,MG,BETIM,MG,332.1,google
NAQUE,MG,BETIM,MG,276.8,google
NACIP RAYDAN,MG,BETIM,MG,399.9,google
NAZARENO,MG,BETIM,MG,207.4,google
NANUQUE,MG,BETIM,MG,629.6,google
NINHEIRA,MG,BETIM,MG,792.9,google
NEPOMUCENO,MG,BETIM,MG,209.1,google
NOVA BELEM,MG,BETIM,MG,478.9,google
NOVA ERA,MG,BETIM,MG,166.6,google
NATERCIA,MG,BETIM,MG,361.2,google
NATALANDIA,MG,BETIM,MG,591.7,google
NOVA LIMA,MG,BETIM,MG,49.9,google
NOVA MODICA,MG,BETIM,MG,452.6,google
NOVA PORTEIRINHA,MG,BETIM,MG,562.6,google
NOVA UNIAO,MG,BETIM,MG,88.6,google
NOVO CRUZEIRO,MG,BETIM,MG,584.4,google
NOVO ORIENTE DE MINAS,MG,BETIM,MG,539.9,google
